Chunk 	 RSQ
0	-3109309.6263331277
1	-2312487.6234498387
2	-3340383.6230294467
3	-635003.9211667941

overall_gold_y	overall_pred_y	overall_adj
-1.2110903	[1171.5819]	fine
1.2093637	[3397.9177]	steep
-0.27625337	[1484.2433]	stable
-0.14595391	[141.58652]	vital
-1.1631508	[234.7239]	tight
-2.6390574	[3036.8193]	minor
-3.3843904	[2649.536]	narrow
-0.028355226	[1870.4609]	broad
-4.0943446	[830.857]	disappointing
0.6729445	[1091.4421]	intense
-0.53062826	[3251.7554]	clear
0.55338526	[1043.4109]	significant
-2.1690538	[3125.7966]	minor
-0.6931472	[2459.3699]	light
-0.25131443	[3314.7456]	solid
0.79580134	[3249.491]	powerful
0.7366323	[3465.8064]	strong
-0.06062462	[3274.8857]	nice
0.4338646	[3047.909]	prominent
0.16705409	[2152.5974]	outstanding
-0.33270577	[1888.3754]	firm
-1.5475625	[2081.3376]	ordinary
0.4307829	[114.65443]	liberal
-0.814508	[2075.074]	likely
-2.9311938	[2323.3733]	narrow
-0.8668107	[1466.2906]	legitimate
0.2876821	[2277.274]	adequate
0.47000363	[1147.0105]	surprising
-0.5596158	[65.62898]	legitimate
-0.62860864	[2081.4294]	vital
2.220446e-16	[512.91437]	steep
-0.8329091	[2520.581]	competitive
-1.89712	[1172.9994]	light
0.5349232	[2597.931]	powerful
0.41253227	[3724.2393]	conventional
-1.6259673	[2758.9038]	weak
0.17768118	[655.67316]	crucial
-3.4285963	[2756.6821]	stable
0.17327172	[2422.9958]	serious
1.0379877	[805.31256]	big
0.4054651	[3035.4949]	critical
-0.2534489	[1414.5895]	healthy
-1.293921	[2550.076]	stable
0.61310446	[978.98395]	firm
0.71912265	[1651.0287]	surprising
0.4168938	[2650.3057]	great
2.220446e-16	[2668.1597]	usual
0.5389965	[2282.5593]	clear
0.3101549	[1917.0182]	radical
-3.1884167	[2227.8328]	poor
0.9743146	[319.28156]	huge
-0.62860864	[1745.1149]	liberal
-1.011601	[2624.015]	low
-2.2512918	[2102.8147]	light
0.68724746	[2571.809]	impressive
0.3176629	[1677.6222]	impressive
-0.91629076	[1348.8883]	clear
-0.94260806	[248.82648]	likely
-0.25131443	[121.38088]	firm
-1.2527629	[3091.6423]	bearish
0.22580667	[3091.026]	sharp
0.65540683	[1069.2122]	grand
0.22314355	[588.4831]	likely
-3.7256935	[2771.2961]	narrow
0.33647224	[848.708]	reasonable
-0.074107975	[2590.132]	acceptable
-1.1607441	[3068.1775]	comfortable
0.5500463	[1557.4542]	extraordinary
-0.8109302	[1371.1687]	adequate
-1.008664	[2133.9722]	light
2.220446e-16	[2579.085]	regular
0.6931472	[1587.3544]	firm
0.48005396	[747.98444]	serious
0.24116206	[808.8607]	vital
-0.5285252	[2372.8127]	valuable
-0.24397764	[2034.9716]	fundamental
-2.1832383	[2214.5327]	small
0.2259565	[2888.0537]	grand
0.6825651	[1527.8439]	valuable
0.19415602	[2164.6238]	solid
0.5059356	[1542.2313]	broad
0.51669073	[909.24506]	substantial
-1.4017986	[1532.1036]	tiny
0.91629076	[1111.1721]	steep
-0.5877867	[3136.996]	appropriate
0.5389965	[1697.8289]	positive
0.6931472	[1986.4843]	grand
-2.014903	[968.73224]	moderate
-0.26236427	[1463.6249]	solid
1.0403434	[1425.422]	extraordinary
0.63430667	[905.6489]	critical
-5.0271645	[2553.774]	tiny
-0.31449333	[2788.3765]	liberal
-4.787492	[2038.3372]	inadequate
0.11934676	[1002.195]	substantial
0.65058756	[1411.]	deep
0.080042705	[2084.4573]	significant
0.2876821	[2546.7498]	nice
0.7847144	[572.50604]	unusual
1.4403616	[1701.613]	outstanding
-1.4307461	[2288.7117]	routine
-1.9021075	[2137.1582]	disappointing
-0.5773154	[1098.6443]	promising
-3.5553482	[273.40247]	sensitive
0.5260931	[2286.2393]	huge
0.05942342	[751.08435]	appropriate
2.220446e-16	[2875.8206]	favorable
0.72666985	[1051.1018]	radical
0.0025940351	[897.90265]	fundamental
0.2876821	[1260.0107]	adequate
0.298493	[525.3511]	sharp
0.6931472	[1778.816]	sharp
-0.13976194	[997.99097]	broad
0.58915746	[457.8812]	substantial
0.85745025	[2982.0032]	crucial
0.22314355	[1563.8271]	unexpected
1.0379877	[2048.0168]	unexpected
1.2212147	[390.68613]	radical
-0.87082833	[2010.4333]	moderate
0.50743	[690.3587]	serious
0.51082563	[1187.9172]	big
-0.5476396	[371.1527]	appropriate
1.0296195	[1216.7478]	critical
0.37297964	[900.054]	grand
-2.1972246	[2216.1362]	narrow
-1.2909842	[1943.2501]	modest
-0.4462871	[1704.1285]	tight
-1.5314764	[1925.1946]	traditional
0.5819215	[701.9336]	liberal
0.37729424	[3192.7322]	big
0.48222375	[1518.9724]	unusual
2.220446e-16	[2281.25]	moderate
0.5221894	[2153.891]	steep
-0.8232003	[2410.7078]	fair
0.7686547	[722.3841]	extensive
-2.621039	[1675.4009]	conservative
-1.9095426	[1978.9894]	typical
0.6931472	[2391.7446]	extraordinary
-2.2772672	[226.85399]	relative
0.6931472	[1641.7567]	sizable
-1.5040774	[1624.0377]	light
-4.454347	[896.0259]	tiny
-0.7460696	[2264.6418]	appropriate
0.12604073	[551.44434]	fair
0.2876821	[1721.3209]	regular
-3.9765615	[2058.4478]	weak
-0.5511769	[2058.9102]	adequate
-0.3837251	[2671.9668]	liberal
0.20067069	[2784.8599]	impressive
-5.9401712	[2220.9963]	unusual
0.37948963	[823.925]	favorable
0.34652257	[1813.4757]	competitive
-0.78845733	[377.0966]	traditional
-1.5475625	[2194.0828]	narrow
0.8873032	[982.9944]	extraordinary
0.62641215	[1934.6547]	surprising
0.7985077	[1000.72424]	steep
-1.6650077	[2662.9363]	liberal
-0.16989903	[1413.2975]	traditional
0.61310446	[1594.2915]	important
0.5389965	[1533.3374]	impressive
-3.198673	[2512.0503]	reasonable
-0.19885086	[2829.2368]	rich
-0.35020244	[2817.6096]	generous
0.6061358	[506.6604]	strong
0.2876821	[2139.8364]	sharp
-1.011601	[239.16382]	minor
1.0296195	[515.8185]	solid
0.025317809	[376.9056]	broad
0.6931472	[2256.4]	great
-3.1675825	[1139.7688]	weak
-0.22314355	[1009.8179]	legitimate
0.8043728	[2461.332]	excessive
0.6931472	[1517.4396]	important
-0.26510775	[2354.3506]	favorable
0.6592456	[599.13873]	rich
-0.6567795	[2248.8909]	extensive
-1.5581446	[374.36096]	ordinary
0.25131443	[546.7927]	competitive
0.47000363	[2573.5789]	outstanding
0.27029032	[2454.3484]	conventional
0.8556661	[1851.7894]	excessive
0.07696104	[1053.5918]	competitive
0.33647224	[1212.2213]	strong
-0.100083455	[2322.316]	substantial
0.021506205	[356.95038]	obvious
0.72783273	[1444.5635]	prominent
0.62860864	[3007.0737]	ordinary
0.6931472	[979.3294]	significant
0.29479954	[2343.6848]	valuable
-1.686399	[1556.4703]	conventional
0.5369865	[2829.4497]	intense
0.6931472	[1978.1339]	strong
0.28185114	[2809.431]	obvious
-0.2876821	[2194.529]	appropriate
-0.012121361	[1206.7972]	comfortable
-0.14389418	[2451.2375]	solid
-3.3524072	[1178.4138]	slight
0.5695332	[2630.984]	severe
-0.6931472	[3259.7659]	traditional
0.09402895	[1403.2559]	good
0.13353139	[1755.1844]	large
0.090971775	[3022.74]	unexpected
-1.1169615	[2994.776]	low
-2.3632097	[281.21753]	tiny
-1.3862944	[1723.44]	conservative
-0.8383292	[1296.3573]	low
1.2611312	[894.09357]	striking
-1.3723081	[637.89734]	thin
0.67972416	[467.3039]	big
-1.2878543	[2121.2712]	minor
-0.89031523	[2028.7391]	solid
0.2876821	[2960.298]	vital
0.4054651	[1103.243]	large
0.4372138	[2665.2358]	sizable
-1.9252908	[1763.06]	broad
0.33860216	[952.4274]	traditional
0.51082563	[2042.55]	nice
-0.024692612	[2101.3374]	likely
0.8842024	[2123.7517]	extensive
-0.09531018	[3086.4888]	competitive
2.220446e-16	[2337.9265]	positive
-5.3936276	[2358.1394]	bearish
-1.2089603	[483.9685]	typical
0.23180161	[1762.1592]	good
0.50209194	[1062.293]	sound
1.1284653	[799.4066]	grand
-0.6931472	[1226.3954]	great
1.4508328	[2404.5676]	outstanding
0.9444616	[2600.2007]	substantial
0.6931472	[1118.5195]	competitive
-0.515164	[1724.4551]	important
-0.4054651	[85.3016]	likely
-0.57380044	[971.58105]	sensitive
0.427444	[237.44081]	substantial
0.5630941	[2332.0557]	remarkable
-0.65058756	[91.88311]	bullish
1.609438	[1973.7338]	huge
-4.350278	[160.85068]	poor
0.66549563	[2811.1946]	hefty
-2.4638534	[889.81]	low
-3.3322046	[523.6523]	slight
-1.704748	[2924.4438]	narrow
0.3920421	[2713.3965]	modest
0.4307829	[330.03806]	fine
-0.57054484	[2656.134]	normal
0.13353139	[489.43964]	legitimate
0.24116206	[3102.0312]	powerful
-2.036882	[773.287]	slight
0.6481958	[1857.6234]	great
-0.101782694	[2114.0403]	important
-0.4177352	[668.6091]	firm
-1.417066	[3123.9119]	bearish
1.1394343	[2333.568]	huge
-2.3272777	[867.62103]	little
0.3908663	[1206.1636]	adequate
0.15415068	[3079.7883]	sizable
-0.34409615	[1692.7576]	nice
0.49112055	[331.84796]	strong
-1.189584	[3122.3499]	fine
0.51082563	[84.37244]	remarkable
-0.25131443	[2141.9043]	positive
0.66035736	[1418.7484]	huge
-0.030771658	[2162.2227]	surprising
-0.012121361	[3258.0227]	important
-0.91629076	[225.71399]	broad
-0.3409266	[1518.535]	crucial
0.105360515	[2328.0168]	acceptable
-0.43286407	[968.8073]	light
-0.19189101	[3161.884]	valuable
1.0152307	[1931.9152]	unexpected
-1.1607441	[864.02594]	moderate
0.6931472	[2600.7397]	excessive
-1.0986123	[664.4918]	appropriate
0.074107975	[2273.9434]	positive
0.64185387	[673.28406]	severe
0.3483067	[1592.5548]	extensive
-1.704748	[1675.4835]	tight
1.0986123	[2733.9434]	powerful
-1.3682759	[1234.4668]	minor
-2.74084	[2009.6017]	thin
0.6061358	[1676.4324]	aggressive
0.11778303	[1555.9828]	competitive
0.06062462	[1951.3225]	considerable
0.53062826	[547.79254]	dramatic
-0.7178398	[2924.9958]	generous
-0.8329091	[2151.286]	solid
1.0498221	[2457.0525]	huge
0.46488854	[619.3924]	broad
0.57054484	[2946.5166]	deep
-1.7797832	[3071.3057]	thin
0.057158414	[437.71173]	aggressive
-0.48809737	[1518.1155]	stable
0.7777046	[2118.5693]	extraordinary
0.20359896	[2237.9111]	usual
-0.08206496	[1179.8016]	sizable
-0.2876821	[1776.425]	tight
-1.1631508	[2561.4236]	fair
-0.73088753	[1461.5924]	prominent
0.2578291	[330.52713]	powerful
0.37469345	[1776.1139]	nice
-0.14842	[1361.3876]	positive
-2.1400661	[878.5539]	tight
0.24038535	[1734.6787]	favorable
0.016807118	[794.60626]	fine
-0.29105476	[3053.311]	relative
-0.18514243	[1981.9576]	aggressive
0.45425528	[1646.835]	severe
0.6325226	[2152.4202]	hefty
-2.8799005	[1025.1937]	sensitive
0.33213383	[2884.7505]	hefty
0.6931472	[519.1643]	outstanding
0.3403258	[1982.2572]	traditional
-0.17869179	[1767.1818]	valuable
0.46262354	[572.54944]	outstanding
0.556288	[2815.5415]	liberal
0.6988779	[1467.8995]	major
-0.7770287	[2860.9417]	fundamental
0.6931472	[1046.7395]	clear
0.30110508	[485.0769]	major
-0.47000363	[3010.5486]	normal
0.6931472	[1972.1621]	sizable
0.6931472	[2269.4978]	solid
-0.22314355	[2717.685]	clear
-3.0445225	[1198.7439]	small
-1.410987	[2006.5923]	fair
0.7739993	[306.34442]	extensive
0.046520017	[169.44475]	hefty
0.62860864	[159.86035]	crucial
-1.0414538	[400.8867]	modest
0.6264558	[690.58075]	sizable
0.31735784	[698.64453]	liberal
-0.5857269	[2834.061]	conservative
-0.38566247	[2876.2847]	modest
0.051293295	[1030.7498]	likely
-1.0986123	[3200.292]	narrow
0.47889256	[1679.4353]	steep
0.13685918	[1597.1096]	fine
1.5939337	[2803.5974]	remarkable
-0.032789823	[241.83511]	moderate
2.220446e-16	[2058.925]	usual
0.67661786	[3150.7441]	intense
-0.105360515	[2288.5225]	broad
-0.79223806	[1253.9865]	acceptable
0.6623755	[2627.3284]	extensive
-0.11778303	[2015.2771]	deep
-0.1442496	[2966.8813]	favorable
0.4508337	[3195.9973]	deep
2.220446e-16	[1181.8821]	appropriate
0.6931472	[1032.0947]	striking
-0.47692406	[1597.1694]	normal
-0.4054651	[2077.4546]	usual
0.38776553	[2465.3672]	impressive
0.048790164	[393.40726]	important
-1.2809339	[1044.5172]	ordinary
-0.28030196	[3061.3206]	modest
-0.74533296	[720.9978]	likely
-0.43531808	[2176.4597]	reasonable
0.4806989	[1480.0018]	unexpected
-0.17185026	[792.01917]	unexpected
-0.61180156	[1082.2211]	healthy
0.45783308	[1040.8585]	broad
-1.7404661	[2510.0464]	adequate
-4.356709	[2082.107]	slight
0.27663225	[1787.1595]	serious
-0.25629577	[2476.6624]	intense
2.220446e-16	[2249.9136]	positive
0.5465437	[2299.965]	unusual
0.46670872	[1782.7015]	excessive
-5.090678	[249.34062]	inadequate
0.33647224	[3042.209]	promising
-3.912023	[1650.5116]	slight
0.33451337	[2865.63]	appropriate
-0.97455966	[1961.1526]	ordinary
-1.060872	[1199.3345]	low
-1.0986123	[1417.766]	conventional
0.43327978	[492.29062]	generous
-0.037740327	[2071.2717]	likely
0.33377317	[2154.1255]	generous
0.78275937	[888.9392]	impressive
-0.044451762	[1524.6139]	appropriate
-4.158883	[491.68005]	rare
-3.138833	[2312.429]	sensitive
-0.37948963	[153.99312]	reasonable
-1.4552872	[343.8908]	minor
-0.6931472	[2627.0188]	weak
-0.029852964	[749.80975]	reasonable
-2.5055258	[1761.8701]	low
0.22314355	[2519.22]	obvious
-3.344039	[952.29785]	tiny
0.51082563	[53.862236]	generous
0.2876821	[2439.3315]	clear
-0.03509132	[1813.904]	prominent
0.5913645	[2550.1448]	intense
0.40016004	[923.9998]	excessive
-0.63372374	[1494.9167]	routine
0.0588405	[2030.5427]	liberal
-0.8109302	[1519.9512]	routine
0.9882642	[2871.915]	intense
-2.014903	[483.57257]	poor
0.57807785	[1175.5671]	deep
0.47692406	[1222.09]	obvious
0.644357	[203.12846]	outstanding
-0.057158414	[1214.3064]	valuable
-3.1570003	[1808.3939]	appropriate
0.6931472	[259.9846]	vital
0.51082563	[581.7267]	grand
-0.24946086	[1703.0394]	regular
-0.7731899	[2530.1367]	firm
0.15415068	[2130.5962]	positive
0.6251742	[1624.2616]	dramatic
-2.6855774	[325.12482]	slight
0.31237468	[1234.7722]	significant
0.31845373	[2958.016]	solid
-0.71912265	[1797.3806]	routine
0.1508229	[2073.893]	wide
-0.64802676	[2984.1775]	comfortable
0.046520017	[2771.6611]	obvious
0.8373968	[1569.6758]	aggressive
0.6931472	[296.4154]	great
0.61903924	[1021.20154]	vital
0.40909487	[704.80023]	major
-0.16430305	[1883.3806]	adequate
-1.1882244	[2970.674]	narrow
0.074107975	[1414.7814]	radical
-0.6931472	[1290.047]	favorable
-1.7980291	[1529.5226]	clear
-1.1727203	[1383.8627]	sensitive
-2.7545702	[1029.4349]	modest
0.45100713	[1042.1709]	great
0.12260232	[1128.8947]	traditional
0.48342666	[1643.4432]	significant
-0.25131443	[1221.338]	clear
0.6931472	[2283.1592]	intense
0.19237189	[2517.5408]	grand
0.43445265	[1799.8541]	large
0.45953232	[1092.6226]	excessive
-0.73396915	[1404.3688]	typical
0.6931472	[3178.2595]	unexpected
0.60858977	[350.43344]	impressive
0.6931472	[3009.076]	extensive
0.6157605	[753.8323]	remarkable
1.2488945	[3085.4302]	critical
0.66088635	[2469.9448]	rich
1.0986123	[2356.4258]	major
0.3254224	[3194.4797]	steep
1.0772895	[887.61304]	impressive
-0.5877867	[2393.6826]	critical
-1.1939225	[1638.5044]	tight
-0.5355182	[430.88507]	vital
0.09038406	[1704.6945]	good
1.1394343	[2088.5933]	crucial
0.052643735	[1891.5483]	generous
0.6201221	[754.18365]	rare
0.5930637	[1767.5922]	sizable
-3.0910425	[233.3256]	tiny
-0.34294474	[1337.8157]	strong
0.51082563	[1046.8877]	sharp
-0.91629076	[945.11945]	sensitive
-0.54935926	[626.75116]	legitimate
0.1267517	[772.86053]	rare
-1.4534336	[2713.3489]	poor
-0.22314355	[1394.1355]	relative
0.6687557	[2462.0938]	surprising
-0.027398974	[1608.687]	ordinary
0.092850156	[267.7062]	healthy
0.105360515	[2603.0027]	crucial
0.8088662	[378.69495]	unusual
0.2876821	[2455.3584]	significant
-1.0986123	[1588.7693]	familiar
-2.3513753	[1840.1001]	tight
0.33062425	[1486.5186]	bullish
-0.5389965	[180.02951]	acceptable
-1.5404451	[165.49168]	low
-3.2878687	[926.5168]	minor
0.51335406	[1959.1466]	surprising
-0.74193734	[2120.35]	appropriate
0.41284522	[1402.1925]	rare
-3.713572	[626.80585]	sensitive
0.43531808	[2835.8533]	significant
-4.0943446	[1433.8038]	poor
0.6931472	[1412.6156]	firm
-1.609438	[374.41705]	conventional
2.220446e-16	[2790.5764]	critical
-2.9957323	[1318.0234]	narrow
0.17520408	[2563.179]	unusual
0.2876821	[2395.61]	hefty
-2.9755297	[2196.8325]	bearish
-0.5476396	[1656.912]	normal
-0.16907632	[1999.3639]	fair
-1.3545457	[1809.2274]	light
0.7576857	[590.1207]	bullish
-3.2771447	[1131.501]	poor
-0.11441035	[1726.1549]	sharp
-0.022472857	[2189.1387]	sizable
0.6275499	[2035.2904]	extensive
-0.031416196	[599.102]	relative
0.40101075	[1134.7423]	extraordinary
0.6585117	[2722.3665]	severe
0.644357	[141.81801]	grand
0.2876821	[2767.2039]	firm
0.055880457	[2107.8782]	legitimate
0.8252069	[887.4077]	unexpected
0.5596158	[1154.897]	steep
-0.6250937	[1097.1553]	sound
-1.0986123	[2819.7246]	typical
-0.16034265	[2288.2598]	aggressive
0.4054651	[2394.1765]	impressive
-3.1675825	[493.0529]	modest
0.31845373	[2310.6633]	sharp
1.0952396	[564.40497]	considerable
0.5500463	[936.6813]	steep
0.22677332	[1265.143]	powerful
-4.0943446	[2896.0024]	unusual
-2.9177706	[731.21436]	tight
0.92871326	[329.41885]	serious
0.5389965	[629.37573]	important
-2.014903	[2981.941]	slight
0.6249389	[2751.529]	clear
0.41494384	[901.7715]	powerful
-0.44757658	[1535.9111]	conventional
-1.5755364	[385.4081]	small
0.20359896	[225.15816]	sharp
-1.4663371	[2096.4287]	fundamental
-1.658228	[1574.5851]	light
0.60738033	[2470.696]	aggressive
0.6109091	[576.4098]	striking
0.36044142	[742.65894]	grand
0.6476848	[2140.0273]	grand
-1.4759065	[494.53998]	modest
-0.33647224	[1599.9557]	conservative
0.5596158	[2376.9583]	appropriate
-1.3217559	[816.3429]	narrow
0.6931472	[1093.7919]	outstanding
-0.38299224	[1491.5912]	firm
0.2876821	[780.73737]	nice
-1.3083328	[1862.7899]	ordinary
0.29885536	[1175.9602]	major
0.50209194	[2026.6753]	excessive
0.5877867	[1466.2058]	remarkable
-0.6109091	[1097.6476]	relative
-3.8501475	[1231.4105]	slight
-0.027398974	[2481.167]	clear
-0.3317774	[3070.6511]	sensitive
0.6824519	[643.7196]	wide
-2.0281482	[1244.3597]	slight
0.6931472	[1581.3969]	serious
1.0616635	[2999.936]	severe
-0.48835278	[1452.0306]	comfortable
0.33986783	[1610.4272]	great
-0.51082563	[2773.5068]	sound
0.6795415	[3073.1843]	vital
-1.4213856	[1385.9736]	conservative
0.55499685	[619.6854]	critical
-1.0560527	[1492.6927]	stable
-0.2876821	[2209.7632]	thin
0.6435502	[2204.3118]	bullish
-1.5804504	[2366.6328]	fine
-0.91629076	[1951.7914]	conservative
0.32047188	[1931.8798]	intense
-0.87546873	[3130.3416]	normal
-0.080042705	[1546.3547]	good
-1.0414538	[1775.1664]	routine
0.6931472	[760.9974]	extensive
0.4361021	[623.41034]	crucial
0.6778797	[273.0102]	big
0.16034265	[2709.041]	sizable
-3.0445225	[2907.0518]	slight
0.3819346	[556.132]	rare
0.24116206	[420.33514]	powerful
1.2187566	[3288.6973]	major
0.6671717	[1332.003]	healthy
0.16507976	[1990.3049]	adequate
0.2186892	[2492.1462]	firm
0.11778303	[2658.0515]	relative
0.37469345	[1745.4749]	usual
-1.011601	[3111.3215]	sensitive
0.087011375	[245.5813]	rich
-3.295837	[2217.3018]	poor
0.35667494	[1159.7476]	solid
0.20763937	[2049.4814]	fundamental
0.3483067	[2579.2827]	strong
-1.8191584	[1838.2775]	likely
0.6931472	[549.51416]	generous
0.56798404	[2828.7786]	significant
0.5408065	[1850.9523]	unusual
-1.2704625	[2638.594]	sensitive
0.34740132	[1544.4259]	sizable
-0.4292143	[2909.948]	crucial
-1.7227666	[2265.7083]	moderate
-0.4754237	[1848.6127]	adequate
-0.18721154	[1073.7319]	stable
0.2876821	[3127.0212]	relative
0.48342666	[1633.1354]	rich
0.17261274	[969.5848]	rich
-1.0745147	[339.02676]	nice
-2.1202636	[228.52307]	thin
-0.45198512	[2900.1125]	sizable
-0.24686007	[1121.627]	surprising
0.29725152	[2977.1003]	familiar
0.18232156	[1661.8997]	favorable
-0.6380874	[923.3157]	great
-2.3978953	[1298.8452]	modest
-1.2527629	[942.44525]	regular
0.33647224	[2272.5427]	nice
-0.960462	[1354.9362]	surprising
-0.19611488	[2244.0615]	big
0.6931472	[1170.2374]	promising
1.0986123	[538.05634]	surprising
0.6649763	[3026.7222]	huge
-0.91629076	[342.58182]	low
-3.314186	[763.05493]	little
0.20763937	[188.0273]	healthy
-0.70774597	[675.7261]	ordinary
0.28141245	[1875.9758]	favorable
-1.3862944	[1179.8461]	thin
-0.2876821	[915.55896]	steep
-0.47000363	[1447.699]	vital
-0.70865136	[1247.3413]	conventional
0.45058554	[2411.7769]	unexpected
-0.551317	[2034.6035]	moderate
-0.100083455	[323.22357]	sound
-1.3862944	[3124.708]	fine
-0.7509667	[346.3814]	acceptable
0.23361485	[1987.7147]	major
0.7537718	[2878.8318]	high
0.2876821	[1302.8204]	routine
-0.53062826	[1843.1831]	fundamental
-1.7676619	[1770.7395]	fundamental
0.39979938	[2012.985]	fundamental
-2.2772672	[496.2189]	low
0.70340365	[2157.4033]	liberal
0.7105389	[1885.4949]	impressive
-1.2039728	[2736.1091]	solid
0.3483067	[2778.2856]	extensive
0.6931472	[138.77101]	nice
0.61903924	[2198.2913]	striking
-0.26912865	[1378.0972]	broad
0.73088753	[1893.2502]	solid
0.51082563	[1909.294]	extensive
-1.9095426	[346.7343]	disappointing
-0.67844105	[2462.8264]	fair
0.8873032	[2851.9692]	unusual
0.6931472	[1821.0963]	remarkable
-0.52452445	[531.2307]	typical
-2.1416547	[2828.1892]	thin
-3.637586	[1042.3271]	disappointing
1.3862944	[1360.2878]	outstanding
-1.2383742	[1741.1676]	usual
0.6931472	[2089.717]	traditional
0.1900436	[1171.5261]	liberal
0.19845094	[1830.0442]	radical
0.22516172	[2358.3582]	nice
-1.4851402	[1463.0157]	stable
-0.3726753	[1754.142]	conservative
-0.100083455	[157.21864]	favorable
-1.3633049	[745.9938]	thin
-0.20763937	[224.17815]	modest
0.21029541	[2610.4646]	sound
0.33213383	[408.2308]	dramatic
1.13498	[717.8453]	grand
-2.4567358	[1172.7288]	inadequate
-0.042559616	[2444.6162]	considerable
-0.32378706	[1436.4955]	healthy
-5.4380794	[896.49884]	rare
-0.006079046	[1929.4517]	bearish
-0.5596158	[1211.7555]	acceptable
0.6931472	[1137.816]	important
-0.91629076	[3094.0437]	traditional
-1.9577446	[1726.1913]	slight
0.3316452	[1267.8838]	extensive
-0.5355182	[1930.9707]	crucial
-0.20875481	[2102.3828]	obvious
-2.1400661	[2663.4844]	ordinary
0.22580667	[2754.3328]	wide
0.34249032	[1782.8727]	substantial
-1.1363527	[3099.9368]	relative
0.6567795	[3020.3716]	major
0.37469345	[2297.0513]	big
0.42803943	[2436.9456]	critical
0.20067069	[2581.4]	steep
0.67445505	[1094.2328]	extraordinary
-1.7917595	[1205.531]	low
-2.056452	[984.75134]	light
-0.73088753	[1767.7311]	valuable
-0.19189101	[2396.5068]	liberal
1.1526796	[333.50058]	crucial
0.53280455	[1207.0696]	radical
-0.14389418	[1196.0908]	relative
1.8194429	[3031.0503]	huge
0.8823892	[877.96796]	rich
-1.1221428	[247.00053]	acceptable
0.5280674	[2519.171]	powerful
0.4268792	[848.92316]	dramatic
-0.6931472	[553.27246]	bearish
-1.5686159	[2001.8348]	familiar
-0.06062462	[2109.535]	adequate
0.40101075	[1838.8126]	clear
0.34174928	[1005.9398]	deep
0.8286927	[1187.7527]	grand
-0.6931472	[832.5979]	little
-2.957511	[282.52444]	valuable
-1.5040774	[1103.5984]	slight
-0.16184303	[849.4922]	promising
0.2047944	[1041.5205]	striking
-0.6931472	[2494.893]	adequate
0.83975065	[1193.0232]	liberal
0.25961325	[878.92505]	bullish
0.590493	[3004.5205]	dramatic
-0.62860864	[316.61703]	acceptable
-5.4161005	[2666.4084]	poor
0.3483067	[118.82052]	outstanding
0.39465418	[2943.8306]	sizable
0.5471156	[1327.556]	bullish
0.52641773	[208.2826]	high
0.037271395	[1760.1101]	nice
0.19319123	[1016.8939]	prominent
0.8183103	[2421.7283]	huge
-1.3083328	[449.55814]	tight
-1.1939225	[453.92578]	little
-0.7731899	[1024.9036]	fundamental
-2.3978953	[912.88995]	narrow
-0.13353139	[1164.5242]	tight
0.6496621	[3112.5603]	outstanding
1.3862944	[722.068]	rare
0.5260931	[357.4338]	healthy
0.100083455	[2241.8691]	great
-0.44183275	[2835.1995]	weak
0.22778393	[553.107]	liberal
-1.8382795	[3068.5164]	promising
-0.47692406	[1900.8607]	ordinary
0.4054651	[407.01645]	aggressive
-0.7672551	[2926.946]	stable
-1.3987169	[445.6158]	light
-3.4965076	[903.6894]	disappointing
0.087011375	[2519.987]	critical
-0.47692406	[2362.5571]	acceptable
0.6931472	[3154.296]	sizable
0.43286407	[289.29947]	surprising
0.5753642	[695.0275]	remarkable
-2.3025851	[1931.5657]	poor
0.80562514	[2573.365]	severe
-0.9650809	[1476.649]	valuable
0.05942342	[2098.1138]	reasonable
0.4307829	[1488.2126]	impressive
-0.24231347	[2510.1226]	stable
0.47995397	[1460.8131]	wide
0.4345732	[259.991]	severe
2.220446e-16	[535.0053]	major
0.47000363	[1409.5387]	intense
0.35667494	[1236.3636]	great
-1.7797832	[2939.628]	routine
-0.681171	[594.7004]	fair
-5.4161005	[361.35846]	tiny
-0.33877373	[1388.3545]	obvious
-0.7537718	[211.09471]	prominent
-2.944439	[369.51785]	tiny
0.51082563	[1519.6317]	bullish
0.16507976	[2954.629]	substantial
2.220446e-16	[62.734364]	fundamental
0.95551145	[2649.0789]	crucial
-0.73088753	[1339.1586]	acceptable
0.63623905	[2002.8972]	grand
-0.39147887	[316.55716]	bullish
-0.73759896	[2666.4614]	good
0.089612156	[3103.2144]	hefty
-2.9311938	[1603.2891]	low
-1.0414538	[131.70924]	traditional
0.105360515	[1536.5286]	considerable
1.0022204	[1838.3306]	extensive
-0.78275937	[1211.7667]	routine
-0.5877867	[2971.5952]	ordinary
0.14953174	[1356.1703]	familiar
0.19415602	[1665.5934]	considerable
0.5353864	[1912.9282]	hefty
-1.3480731	[1807.1246]	minor
-1.6635051	[2951.475]	sound
0.5893504	[1816.6241]	considerable
-0.663795	[2446.9768]	fair
0.48954824	[2211.2751]	dramatic
0.7543908	[1506.4276]	large
0.35020244	[1492.5596]	significant
0.6523252	[2760.2769]	vital
0.046520017	[1945.0197]	promising
0.08894748	[2380.9165]	generous
-1.5163475	[363.50888]	small
0.6287818	[2967.4849]	deep
-0.6061358	[566.79834]	little
0.69845223	[1506.936]	significant
0.7503056	[1708.3265]	firm
0.3240497	[2539.7002]	valuable
-1.0687593	[3200.2488]	routine
